Godina,Grad,Sport,Disciplina,Takmicar,Zemlja,Pol,Dogadjaj,Medalja
"1976,Innsbruck,Ice Hockey,Ice Hockey,""TRETYAK, Vladislav"",URS,Muskarac,Ice Hockey,Zlato"
"1976,Innsbruck,Ice Hockey,Ice Hockey,""TSYGANKOV, Gennady"",URS,Muskarac,Ice Hockey,Zlato"
"1976,Innsbruck,Ice Hockey,Ice Hockey,""VASILYEV, Valery"",URS,Muskarac,Ice Hockey,Zlato"
"1976,Innsbruck,Ice Hockey,Ice Hockey,""YAKUSHEV, Aleksandr"",URS,Muskarac,Ice Hockey,Zlato"
"1976,Innsbruck,Ice Hockey,Ice Hockey,""ZHLUKTOV, Viktor"",URS,Muskarac,Ice Hockey,Zlato"
"1976,Innsbruck,Ice Hockey,Ice Hockey,""AUGUSTA, Josef"",TCH,Muskarac,Ice Hockey,Srebro"
"1976,Innsbruck,Ice Hockey,Ice Hockey,""BUBLA, Jiri"",TCH,Muskarac,Ice Hockey,Srebro"
"1976,Innsbruck,Ice Hockey,Ice Hockey,""CHALUPA, Milan"",TCH,Muskarac,Ice Hockey,Srebro"
"1976,Innsbruck,Ice Hockey,Ice Hockey,""CRHA, Jiri"",TCH,Muskarac,Ice Hockey,Srebro"
"1976,Innsbruck,Ice Hockey,Ice Hockey,""DVORAK, Miroslav"",TCH,Muskarac,Ice Hockey,Srebro"
"1976,Innsbruck,Ice Hockey,Ice Hockey,""EBERMANN, Bohuslav"",TCH,Muskarac,Ice Hockey,Srebro"
"1976,Innsbruck,Ice Hockey,Ice Hockey,""HLINKA, Ivan"",TCH,Muskarac,Ice Hockey,Srebro"
"1976,Innsbruck,Ice Hockey,Ice Hockey,""HOLECEK, Jiri"",TCH,Muskarac,Ice Hockey,Srebro"
"1976,Innsbruck,Ice Hockey,Ice Hockey,""HOLIK, Jiri"",TCH,Muskarac,Ice Hockey,Srebro"
"1976,Innsbruck,Ice Hockey,Ice Hockey,""KAJKL, Milan"",TCH,Muskarac,Ice Hockey,Srebro"
"1976,Innsbruck,Ice Hockey,Ice Hockey,""MACHAC, Oldrich"",TCH,Muskarac,Ice Hockey,Srebro"
"1976,Innsbruck,Ice Hockey,Ice Hockey,""MARTINEC, Vladimir"",TCH,Muskarac,Ice Hockey,Srebro"
"1976,Innsbruck,Ice Hockey,Ice Hockey,""NOVAK, Eduard"",TCH,Muskarac,Ice Hockey,Srebro"
"1976,Innsbruck,Ice Hockey,Ice Hockey,""NOVAK, Jiri"",TCH,Muskarac,Ice Hockey,Srebro"
"1976,Innsbruck,Ice Hockey,Ice Hockey,""NOVY, Milan"",TCH,Muskarac,Ice Hockey,Srebro"
"1976,Innsbruck,Ice Hockey,Ice Hockey,""POSPISIL, Frantisek"",TCH,Muskarac,Ice Hockey,Srebro"
"1976,Innsbruck,Ice Hockey,Ice Hockey,""POUZAR, Jaroslav"",TCH,Muskarac,Ice Hockey,Srebro"
"1976,Innsbruck,Ice Hockey,Ice Hockey,""STASTNY, Bohuslav"",TCH,Muskarac,Ice Hockey,Srebro"
"1976,Innsbruck,Luge,Luge,""SCHACHNER, Franz"",AUT,Muskarac,Doubles,Bronza"
"1976,Innsbruck,Luge,Luge,""SCHMID, Rudolf"",AUT,Muskarac,Doubles,Bronza"
"1976,Innsbruck,Luge,Luge,""HAHN, Norbert"",GDR,Muskarac,Doubles,Zlato"
"1976,Innsbruck,Luge,Luge,""RINN, Hans"",GDR,Muskarac,Doubles,Zlato"
"1976,Innsbruck,Luge,Luge,""BRANDNER, Hans"",FRG,Muskarac,Doubles,Srebro"
"1976,Innsbruck,Luge,Luge,""SCHWARM, Balthasar"",FRG,Muskarac,Doubles,Srebro"
"1976,Innsbruck,Luge,Luge,""RINN, Hans"",GDR,Muskarac,Singles,Bronza"
"1976,Innsbruck,Luge,Luge,""GÜNTHER, Detlef"",GDR,Muskarac,Singles,Zlato"
"1976,Innsbruck,Luge,Luge,""FENDT, Josef"",FRG,Muskarac,Singles,Srebro"
"1976,Innsbruck,Luge,Luge,""DEMLEITNER, Elisabeth"",FRG,Zena,Singles,Bronza"
"1976,Innsbruck,Luge,Luge,""SCHUMANN, Margit"",GDR,Zena,Singles,Zlato"
"1976,Innsbruck,Luge,Luge,""RÜHROLD, Ute"",GDR,Zena,Singles,Srebro"
"1976,Innsbruck,Skating,Figure skating,""MILLNS, James"",USA,Muskarac,Ice Dancing,Bronza"
"1976,Innsbruck,Skating,Figure skating,""O'CONNOR, Colleen"",USA,Zena,Ice Dancing,Bronza"
"1976,Innsbruck,Skating,Figure skating,""GORSHKOV, Aleksandr"",URS,Muskarac,Ice Dancing,Zlato"
"1976,Innsbruck,Skating,Figure skating,""PAKHOMOVA, Lyudmila"",URS,Zena,Ice Dancing,Zlato"
"1976,Innsbruck,Skating,Figure skating,""MINENKOV, Andrey"",URS,Muskarac,Ice Dancing,Srebro"
"1976,Innsbruck,Skating,Figure skating,""MOISEYEVA, Irina"",URS,Zena,Ice Dancing,Srebro"
"1976,Innsbruck,Skating,Figure skating,""CRANSTON, Toller"",CAN,Muskarac,Individual,Bronza"
"1976,Innsbruck,Skating,Figure skating,""CURRY, John"",GBR,Muskarac,Individual,Zlato"
"1976,Innsbruck,Skating,Figure skating,""KOVALYOV, Vladimir"",URS,Muskarac,Individual,Srebro"
"1976,Innsbruck,Skating,Figure skating,""ERRATH, Christine"",GDR,Zena,Individual,Bronza"
"1976,Innsbruck,Skating,Figure skating,""HAMILL, Dorothy"",USA,Zena,Individual,Zlato"
"1976,Innsbruck,Skating,Figure skating,""DE LEEUW, Dianne"",NED,Zena,Individual,Srebro"
"1976,Innsbruck,Skating,Figure skating,""GROSS, Manuela"",GDR,Zena,Pairs,Bronza"
"1976,Innsbruck,Skating,Figure skating,""KAGELMANN, Uwe"",GDR,Muskarac,Pairs,Bronza"
"1976,Innsbruck,Skating,Figure skating,""RODNINA, Irina"",URS,Zena,Pairs,Zlato"
"1976,Innsbruck,Skating,Figure skating,""ZAYTSEV, Aleksandr"",URS,Muskarac,Pairs,Zlato"
"1976,Innsbruck,Skating,Figure skating,""KERMER, Romy"",GDR,Zena,Pairs,Srebro"
"1976,Innsbruck,Skating,Figure skating,""ÖSTERREICH, Rolf"",GDR,Muskarac,Pairs,Srebro"
"1976,Innsbruck,Skating,Speed skating,""VAN HELDEN, Hans"",NED,Muskarac,10000M,Bronza"
"1976,Innsbruck,Skating,Speed skating,""KLEINE, Piet"",NED,Muskarac,10000M,Zlato"
"1976,Innsbruck,Skating,Speed skating,""STENSEN, Sten"",NOR,Muskarac,10000M,Srebro"
"1976,Innsbruck,Skating,Speed skating,""MURATOV, Valery"",URS,Muskarac,1000M,Bronza"
"1976,Innsbruck,Skating,Speed skating,""MUELLER, Peter"",USA,Muskarac,1000M,Zlato"
"1976,Innsbruck,Skating,Speed skating,""DIDRIKSEN, Jörn"",NOR,Muskarac,1000M,Srebro"
"1976,Innsbruck,Skating,Speed skating,""YOUNG, Sheila"",USA,Zena,1000M,Bronza"
"1976,Innsbruck,Skating,Speed skating,""AVERINA, Tatyana"",URS,Zena,1000M,Zlato"
"1976,Innsbruck,Skating,Speed skating,""MUELLER, Leah"",USA,Zena,1000M,Srebro"
"1976,Innsbruck,Skating,Speed skating,""VAN HELDEN, Hans"",NED,Muskarac,1500M,Bronza"
"1976,Innsbruck,Skating,Speed skating,""STORHOLT, Jan Egil"",NOR,Muskarac,1500M,Zlato"
"1976,Innsbruck,Skating,Speed skating,""KONDAKOV, Yury"",URS,Muskarac,1500M,Srebro"
"1976,Innsbruck,Skating,Speed skating,""AVERINA, Tatyana"",URS,Zena,1500M,Bronza"
"1976,Innsbruck,Skating,Speed skating,""STEPANSKAYA, Galina"",URS,Zena,1500M,Zlato"
"1976,Innsbruck,Skating,Speed skating,""YOUNG, Sheila"",USA,Zena,1500M,Srebro"
"1976,Innsbruck,Skating,Speed skating,""KORSMO, Lisbeth"",NOR,Zena,3000M,Bronza"
"1976,Innsbruck,Skating,Speed skating,""AVERINA, Tatyana"",URS,Zena,3000M,Zlato"
"1976,Innsbruck,Skating,Speed skating,""EHRIG, Andrea"",GDR,Zena,3000M,Srebro"
"1976,Innsbruck,Skating,Speed skating,""VAN HELDEN, Hans"",NED,Muskarac,5000M,Bronza"
"1976,Innsbruck,Skating,Speed skating,""STENSEN, Sten"",NOR,Muskarac,5000M,Zlato"
"1976,Innsbruck,Skating,Speed skating,""KLEINE, Piet"",NED,Muskarac,5000M,Srebro"
"1976,Innsbruck,Skating,Speed skating,""IMMERFALL, Daniel"",USA,Muskarac,500M,Bronza"
"1976,Innsbruck,Skating,Speed skating,""KULIKOV, Yevgeny"",URS,Muskarac,500M,Zlato"
"1976,Innsbruck,Skating,Speed skating,""MURATOV, Valery"",URS,Muskarac,500M,Srebro"
"1976,Innsbruck,Skating,Speed skating,""AVERINA, Tatyana"",URS,Zena,500M,Bronza"
"1976,Innsbruck,Skating,Speed skating,""YOUNG, Sheila"",USA,Zena,500M,Zlato"
"1976,Innsbruck,Skating,Speed skating,""PRIESTNER, Cathy"",CAN,Zena,500M,Srebro"
"1976,Innsbruck,Skiing,Alpine Skiing,""PLANK, Herbert"",ITA,Muskarac,Downhill,Bronza"
"1976,Innsbruck,Skiing,Alpine Skiing,""KLAMMER, Franz"",AUT,Muskarac,Downhill,Zlato"
"1976,Innsbruck,Skiing,Alpine Skiing,""RUSSI, Bernhard"",SUI,Muskarac,Downhill,Srebro"
"1976,Innsbruck,Skiing,Alpine Skiing,""NELSON, Cynthia"",USA,Zena,Downhill,Bronza"
"1976,Innsbruck,Skiing,Alpine Skiing,""MITTERMAIER, Rosi"",FRG,Zena,Downhill,Zlato"
"1976,Innsbruck,Skiing,Alpine Skiing,""TOTSCHNIGG, Brigitte"",AUT,Zena,Downhill,Srebro"
"1976,Innsbruck,Skiing,Alpine Skiing,""STENMARK, Ingemar"",SWE,Muskarac,Giant Slalom,Bronza"
"1976,Innsbruck,Skiing,Alpine Skiing,""HEMMI, Heini"",SUI,Muskarac,Giant Slalom,Zlato"
"1976,Innsbruck,Skiing,Alpine Skiing,""GOOD, Ernst"",SUI,Muskarac,Giant Slalom,Srebro"
"1976,Innsbruck,Skiing,Alpine Skiing,""DEBERNARD, Danièle"",FRA,Zena,Giant Slalom,Bronza"
"1976,Innsbruck,Skiing,Alpine Skiing,""KREINER, Kathy"",CAN,Zena,Giant Slalom,Zlato"
"1976,Innsbruck,Skiing,Alpine Skiing,""MITTERMAIER, Rosi"",FRG,Zena,Giant Slalom,Srebro"
"1976,Innsbruck,Skiing,Alpine Skiing,""FROMMELT, Willy"",LIE,Muskarac,Slalom,Bronza"
"1976,Innsbruck,Skiing,Alpine Skiing,""GROS, Piero"",ITA,Muskarac,Slalom,Zlato"
"1976,Innsbruck,Skiing,Alpine Skiing,""THÖNI, Gustavo"",ITA,Muskarac,Slalom,Srebro"
"1976,Innsbruck,Skiing,Alpine Skiing,""WENZEL, Hanni"",LIE,Zena,Slalom,Bronza"
"1976,Innsbruck,Skiing,Alpine Skiing,""MITTERMAIER, Rosi"",FRG,Zena,Slalom,Zlato"
"1976,Innsbruck,Skiing,Alpine Skiing,""GIORDANI, Claudia"",ITA,Zena,Slalom,Srebro"
"1976,Innsbruck,Skiing,Cross Country Skiing,""KULAKOVA, Galina"",URS,Zena,10KM,Bronza"
"1976,Innsbruck,Skiing,Cross Country Skiing,""SMETANINA, Raisa"",URS,Zena,10KM,Zlato"
"1976,Innsbruck,Skiing,Cross Country Skiing,""TAKALO, Helena"",FIN,Zena,10KM,Srebro"
"1976,Innsbruck,Skiing,Cross Country Skiing,""KOIVISTO, Arto"",FIN,Muskarac,15KM,Bronza"
"1976,Innsbruck,Skiing,Cross Country Skiing,""BAZHUKOV, Nikolay"",URS,Muskarac,15KM,Zlato"
"1976,Innsbruck,Skiing,Cross Country Skiing,""BELYAEV, Yevgeny"",URS,Muskarac,15KM,Srebro"
"1976,Innsbruck,Skiing,Cross Country Skiing,""GARANIN, Ivan"",URS,Muskarac,30KM Mass Start,Bronza"
"1976,Innsbruck,Skiing,Cross Country Skiing,""SAVELYEV, Sergey"",URS,Muskarac,30KM Mass Start,Zlato"
"1976,Innsbruck,Skiing,Cross Country Skiing,""KOCH, William"",USA,Muskarac,30KM Mass Start,Srebro"
"1976,Innsbruck,Skiing,Cross Country Skiing,""BAZHUKOV, Nikolay"",URS,Muskarac,4X10KM Relay,Bronza"
"1976,Innsbruck,Skiing,Cross Country Skiing,""BELYAEV, Yevgeny"",URS,Muskarac,4X10KM Relay,Bronza"
"1976,Innsbruck,Skiing,Cross Country Skiing,""GARANIN, Ivan"",URS,Muskarac,4X10KM Relay,Bronza"
"1976,Innsbruck,Skiing,Cross Country Skiing,""SAVELYEV, Sergey"",URS,Muskarac,4X10KM Relay,Bronza"
"1976,Innsbruck,Skiing,Cross Country Skiing,""KOIVISTO, Arto"",FIN,Muskarac,4X10KM Relay,Zlato"
"1976,Innsbruck,Skiing,Cross Country Skiing,""MIETO, Juha"",FIN,Muskarac,4X10KM Relay,Zlato"
"1976,Innsbruck,Skiing,Cross Country Skiing,""PITKÄNEN, Matti"",FIN,Muskarac,4X10KM Relay,Zlato"
"1976,Innsbruck,Skiing,Cross Country Skiing,""TEURAJÄRVI, Pertti"",FIN,Muskarac,4X10KM Relay,Zlato"
"1976,Innsbruck,Skiing,Cross Country Skiing,""FORMO, Ivar"",NOR,Muskarac,4X10KM Relay,Srebro"
"1976,Innsbruck,Skiing,Cross Country Skiing,""MARTINSEN, Odd"",NOR,Muskarac,4X10KM Relay,Srebro"
"1976,Innsbruck,Skiing,Cross Country Skiing,""SAGSTUEN, Einar"",NOR,Muskarac,4X10KM Relay,Srebro"
"1976,Innsbruck,Skiing,Cross Country Skiing,""TYLDUM, Paal"",NOR,Muskarac,4X10KM Relay,Srebro"
"1976,Innsbruck,Skiing,Cross Country Skiing,""DEBERTSHÄUSER, Monika"",GDR,Zena,4X5KM Relay,Bronza"
"1976,Innsbruck,Skiing,Cross Country Skiing,""KRAUSE, Sigrun"",GDR,Zena,4X5KM Relay,Bronza"
"1976,Innsbruck,Skiing,Cross Country Skiing,""PETZOLD, Barbara"",GDR,Zena,4X5KM Relay,Bronza"
"1976,Innsbruck,Skiing,Cross Country Skiing,""SCHMIDT, Veronika"",GDR,Zena,4X5KM Relay,Bronza"
"1976,Innsbruck,Skiing,Cross Country Skiing,""AMOSOVA, Zinaida"",URS,Zena,4X5KM Relay,Zlato"
"1976,Innsbruck,Skiing,Cross Country Skiing,""BALDYCHEVA, Nina"",URS,Zena,4X5KM Relay,Zlato"
"1976,Innsbruck,Skiing,Cross Country Skiing,""KULAKOVA, Galina"",URS,Zena,4X5KM Relay,Zlato"
"1976,Innsbruck,Skiing,Cross Country Skiing,""SMETANINA, Raisa"",URS,Zena,4X5KM Relay,Zlato"
"1976,Innsbruck,Skiing,Cross Country Skiing,""KAJOSMAA, Marjatta"",FIN,Zena,4X5KM Relay,Srebro"
"1976,Innsbruck,Skiing,Cross Country Skiing,""RIIHIVUORI, Hilkka"",FIN,Zena,4X5KM Relay,Srebro"
"1976,Innsbruck,Skiing,Cross Country Skiing,""SUIKHONEN, Liisa"",FIN,Zena,4X5KM Relay,Srebro"
"1976,Innsbruck,Skiing,Cross Country Skiing,""TAKALO, Helena"",FIN,Zena,4X5KM Relay,Srebro"
"1976,Innsbruck,Skiing,Cross Country Skiing,""SÖDERGREN, Benny"",SWE,Muskarac,50KM,Bronza"
"1976,Innsbruck,Skiing,Cross Country Skiing,""FORMO, Ivar"",NOR,Muskarac,50KM,Zlato"
"1976,Innsbruck,Skiing,Cross Country Skiing,""KLAUSE, Gerd-Dietmar"",GDR,Muskarac,50KM,Srebro"
"1976,Innsbruck,Skiing,Cross Country Skiing,""BALDYCHEVA, Nina"",URS,Zena,5KM,Bronza"
"1976,Innsbruck,Skiing,Cross Country Skiing,""TAKALO, Helena"",FIN,Zena,5KM,Zlato"
"1976,Innsbruck,Skiing,Cross Country Skiing,""SMETANINA, Raisa"",URS,Zena,5KM,Srebro"
"1976,Innsbruck,Skiing,Nordic Combined,""WINKLER, Konrad"",GDR,Muskarac,Individual,Bronza"
"1976,Innsbruck,Skiing,Nordic Combined,""WEHLING, Ulrich"",GDR,Muskarac,Individual,Zlato"
"1976,Innsbruck,Skiing,Nordic Combined,""HETTICH, Urban"",FRG,Muskarac,Individual,Srebro"
"1976,Innsbruck,Skiing,Ski Jumping,""GLASS, Henry"",GDR,Muskarac,K120 Individual (90M),Bronza"
"1976,Innsbruck,Skiing,Ski Jumping,""SCHNABL, Karl"",AUT,Muskarac,K120 Individual (90M),Zlato"
"1976,Innsbruck,Skiing,Ski Jumping,""INNAUER, Anton"",AUT,Muskarac,K120 Individual (90M),Srebro"
"1976,Innsbruck,Skiing,Ski Jumping,""SCHNABL, Karl"",AUT,Muskarac,K90 Individual (70M),Bronza"
"1976,Innsbruck,Skiing,Ski Jumping,""ASCHENBACH, Hans-Georg"",GDR,Muskarac,K90 Individual (70M),Zlato"
"1976,Innsbruck,Skiing,Ski Jumping,""DANNEBERG, Jochen"",GDR,Muskarac,K90 Individual (70M),Srebro"
"1980,Lake Placid,Biathlon,Biathlon,""ALYABYEV, Anatoly"",URS,Muskarac,10KM,Bronza"
"1980,Lake Placid,Biathlon,Biathlon,""ULLRICH, Frank"",GDR,Muskarac,10KM,Zlato"
"1980,Lake Placid,Biathlon,Biathlon,""ALIKIN, Vladimir"",URS,Muskarac,10KM,Srebro"
"1980,Lake Placid,Biathlon,Biathlon,""ROSCH, Eberhard"",GDR,Muskarac,20KM,Bronza"
"1980,Lake Placid,Biathlon,Biathlon,""ALYABYEV, Anatoly"",URS,Muskarac,20KM,Zlato"
"1980,Lake Placid,Biathlon,Biathlon,""ULLRICH, Frank"",GDR,Muskarac,20KM,Srebro"
"1980,Lake Placid,Biathlon,Biathlon,""ANGERER, Peter"",FRG,Muskarac,4X7.5KM Relay,Bronza"
"1980,Lake Placid,Biathlon,Biathlon,""BERNREITER, Franz"",FRG,Muskarac,4X7.5KM Relay,Bronza"
"1980,Lake Placid,Biathlon,Biathlon,""ESTNER, Hansi"",FRG,Muskarac,4X7.5KM Relay,Bronza"
"1980,Lake Placid,Biathlon,Biathlon,""WINKLER, Gerhard"",FRG,Muskarac,4X7.5KM Relay,Bronza"
"1980,Lake Placid,Biathlon,Biathlon,""ALIKIN, Vladimir"",URS,Muskarac,4X7.5KM Relay,Zlato"
"1980,Lake Placid,Biathlon,Biathlon,""ALYABYEV, Anatoly"",URS,Muskarac,4X7.5KM Relay,Zlato"
"1980,Lake Placid,Biathlon,Biathlon,""BARNACHOV, Vladimir"",URS,Muskarac,4X7.5KM Relay,Zlato"
"1980,Lake Placid,Biathlon,Biathlon,""TIKHONOV, Aleksandr"",URS,Muskarac,4X7.5KM Relay,Zlato"
"1980,Lake Placid,Biathlon,Biathlon,""JUNG, Mathias"",GDR,Muskarac,4X7.5KM Relay,Srebro"
"1980,Lake Placid,Biathlon,Biathlon,""ROSCH, Eberhard"",GDR,Muskarac,4X7.5KM Relay,Srebro"
"1980,Lake Placid,Biathlon,Biathlon,""SIEBERT, Klaus"",GDR,Muskarac,4X7.5KM Relay,Srebro"
"1980,Lake Placid,Biathlon,Biathlon,""ULLRICH, Frank"",GDR,Muskarac,4X7.5KM Relay,Srebro"
"1980,Lake Placid,Bobsleigh,Bobsleigh,""KIRCHNER, Andreas"",GDR,Muskarac,Four-Man,Bronza"
"1980,Lake Placid,Bobsleigh,Bobsleigh,""RICHTER, Detlef"",GDR,Muskarac,Four-Man,Bronza"
"1980,Lake Placid,Bobsleigh,Bobsleigh,""SCHÖNAU, Horst"",GDR,Muskarac,Four-Man,Bronza"
"1980,Lake Placid,Bobsleigh,Bobsleigh,""WETZIG, Roland"",GDR,Muskarac,Four-Man,Bronza"
"1980,Lake Placid,Bobsleigh,Bobsleigh,""GERHARDT, Hans Jürgen"",GDR,Muskarac,Four-Man,Zlato"
"1980,Lake Placid,Bobsleigh,Bobsleigh,""GERMESHAUSEN, Bernhard"",GDR,Muskarac,Four-Man,Zlato"
"1980,Lake Placid,Bobsleigh,Bobsleigh,""MUSIOL, Bogdan"",GDR,Muskarac,Four-Man,Zlato"
"1980,Lake Placid,Bobsleigh,Bobsleigh,""NEHMER, Meinhard"",GDR,Muskarac,Four-Man,Zlato"
"1980,Lake Placid,Bobsleigh,Bobsleigh,""BÄCHLI, Ulrich"",SUI,Muskarac,Four-Man,Srebro"
"1980,Lake Placid,Bobsleigh,Bobsleigh,""BENZ, Joseph"",SUI,Muskarac,Four-Man,Srebro"
"1980,Lake Placid,Bobsleigh,Bobsleigh,""MARTI, Rudolf"",SUI,Muskarac,Four-Man,Srebro"
"1980,Lake Placid,Bobsleigh,Bobsleigh,""SCHÄRER, Erich"",SUI,Muskarac,Four-Man,Srebro"
"1980,Lake Placid,Bobsleigh,Bobsleigh,""MUSIOL, Bogdan"",GDR,Muskarac,Two-Man,Bronza"
"1980,Lake Placid,Bobsleigh,Bobsleigh,""NEHMER, Meinhard"",GDR,Muskarac,Two-Man,Bronza"
"1980,Lake Placid,Bobsleigh,Bobsleigh,""BENZ, Joseph"",SUI,Muskarac,Two-Man,Zlato"
"1980,Lake Placid,Bobsleigh,Bobsleigh,""SCHÄRER, Erich"",SUI,Muskarac,Two-Man,Zlato"
"1980,Lake Placid,Bobsleigh,Bobsleigh,""GERHARDT, Hans Jürgen"",GDR,Muskarac,Two-Man,Srebro"
"1980,Lake Placid,Bobsleigh,Bobsleigh,""GERMESHAUSEN, Bernhard"",GDR,Muskarac,Two-Man,Srebro"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""AAHLBERG, Mats"",SWE,Muskarac,Ice Hockey,Bronza"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""ANDERSSON, Sture"",SWE,Muskarac,Ice Hockey,Bronza"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""BERGLUND, Bo"",SWE,Muskarac,Ice Hockey,Bronza"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""ERIKSSON, Jan"",SWE,Muskarac,Ice Hockey,Bronza"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""ERIKSSON, Lars Haakan"",SWE,Muskarac,Ice Hockey,Bronza"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""ERIKSSON, Thomas"",SWE,Muskarac,Ice Hockey,Bronza"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""HOLMGREN, Leif"",SWE,Muskarac,Ice Hockey,Bronza"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""JONSSON, Tomas"",SWE,Muskarac,Ice Hockey,Bronza"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""LINDBERGH, Per-Eric"",SWE,Muskarac,Ice Hockey,Bronza"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""LÖFQVIST, William"",SWE,Muskarac,Ice Hockey,Bronza"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""LUNDHOLM, Bengt"",SWE,Muskarac,Ice Hockey,Bronza"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""LUNDQVIST, Per"",SWE,Muskarac,Ice Hockey,Bronza"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""MOLIN, Lars"",SWE,Muskarac,Ice Hockey,Bronza"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""NÄSLUND, Mats"",SWE,Muskarac,Ice Hockey,Bronza"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""NORBERG, Lennart"",SWE,Muskarac,Ice Hockey,Bronza"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""SAMUELSSON, Tommy"",SWE,Muskarac,Ice Hockey,Bronza"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""SÖDERSTRÖM, Dan"",SWE,Muskarac,Ice Hockey,Bronza"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""WALTIN, Mats"",SWE,Muskarac,Ice Hockey,Bronza"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""WEINSTOCK, Ulf"",SWE,Muskarac,Ice Hockey,Bronza"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""BAKER, William"",USA,Muskarac,Ice Hockey,Zlato"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""BROTEN, Neal"",USA,Muskarac,Ice Hockey,Zlato"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""CHRISTIAN, David"",USA,Muskarac,Ice Hockey,Zlato"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""CHRISTOFF, Steven"",USA,Muskarac,Ice Hockey,Zlato"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""CRAIG, James"",USA,Muskarac,Ice Hockey,Zlato"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""ERUZIONE, Michael"",USA,Muskarac,Ice Hockey,Zlato"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""HARRINGTON, John"",USA,Muskarac,Ice Hockey,Zlato"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""JOHNSON, Mark"",USA,Muskarac,Ice Hockey,Zlato"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""MCCLANAHAN, Robert"",USA,Muskarac,Ice Hockey,Zlato"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""MORROW, Kenneth"",USA,Muskarac,Ice Hockey,Zlato"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""O'CALLAHAN, John"",USA,Muskarac,Ice Hockey,Zlato"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""PAVELICH, Mark"",USA,Muskarac,Ice Hockey,Zlato"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""RAMSEY, Michael"",USA,Muskarac,Ice Hockey,Zlato"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""SCHNEIDER, William"",USA,Muskarac,Ice Hockey,Zlato"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""SILK, David"",USA,Muskarac,Ice Hockey,Zlato"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""STROBEL, Eric"",USA,Muskarac,Ice Hockey,Zlato"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""SUTER, Robert"",USA,Muskarac,Ice Hockey,Zlato"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""VERCHOTA, Philip"",USA,Muskarac,Ice Hockey,Zlato"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""WELLS, Mark"",USA,Muskarac,Ice Hockey,Zlato"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""BALDERIS, Helmuts"",URS,Muskarac,Ice Hockey,Srebro"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""BILJALETDINOV, Zinetula"",URS,Muskarac,Ice Hockey,Srebro"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""FETISOV, Viacheslav"",URS,Muskarac,Ice Hockey,Srebro"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""GOLIKOV, Aleksandr"",URS,Muskarac,Ice Hockey,Srebro"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""GOLIKOV, Vladimir"",URS,Muskarac,Ice Hockey,Srebro"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""KASATONOV, Aleksei"",URS,Muskarac,Ice Hockey,Srebro"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""KHARLAMOV, Valery"",URS,Muskarac,Ice Hockey,Srebro"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""KRUTOV, Vladimir"",URS,Muskarac,Ice Hockey,Srebro"
"1980,Lake Placid,Ice Hockey,Ice Hockey,""LEBEDEV, Yuri"",URS,Muskarac,Ice Hockey,Srebro"
